EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,EXT1_E,EXT2_E,EXT3_E,EXT4_E,EXT5_E,EXT6_E,EXT7_E,EXT8_E,EXT9_E,EXT10_E,EST1_E,EST2_E,EST3_E,EST4_E,EST5_E,EST6_E,EST7_E,EST8_E,EST9_E,EST10_E,AGR1_E,AGR2_E,AGR3_E,AGR4_E,AGR5_E,AGR6_E,AGR7_E,AGR8_E,AGR9_E,AGR10_E,CSN1_E,CSN2_E,CSN3_E,CSN4_E,CSN5_E,CSN6_E,CSN7_E,CSN8_E,CSN9_E,CSN10_E,OPN1_E,OPN2_E,OPN3_E,OPN4_E,OPN5_E,OPN6_E,OPN7_E,OPN8_E,OPN9_E,OPN10_E,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
4,4,4,3,1,4,2,4,3,4,1,5,2,5,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,3,2,4,1,2,2,4,5,4,4,3,1,5,1,5,1,4,3,4,5,36714,6515,9980,8266,6443,5893,5203,8292,18783,4073,7468,16467,4611,10264,9752,6423,3078,7070,13761,5064,5544,5037,2766,4743,23338,6294,7703,5909,4730,6973,11348,3395,12233,27746,4733,19095,4318,9089,18526,8396,14337,3243,22232,7015,5124,3591,15010,7240,7707,1068,2017-03-23T14:36:10Z,360,640,25,475,11,1,GB,51.5,-0.13
4,1,4,2,4,1,0,2,4,3,5,3,4,4,2,2,2,2,3,1,1,5,1,4,1,4,4,4,4,3,3,3,4,2,1,2,4,1,4,4,3,3,4,3,5,2,4,2,4,4,5697,4486,1335,3774,2367,2082,0,1306,2089,4102,52004,1902,2519,4038,5127,3699,2324,2260,2686,1348,4485,4179,2560,2278,1570,3367,3424,4695,2086,1159,3401,2168,2584,3476,15484,4018,2435,23459,2333,3351,1024,4660,4555,2177,2187,1233,3033,3377,2026,1952,2018-01-29T13:20:54Z,1280,800,4,226,8,1,US,42.3189,-71.1504
3,4,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,2,2,2,1,4,1,4,1,5,1,4,5,4,4,3,5,2,2,3,4,2,3,4,4,3,4,2,3,1,3,4,5,4,8020,8396,1925,2330,2773,6491,5433,1948,2378,1824,2257,3527,2701,1733,4958,8747,3064,3789,1622,1763,3892,2489,2046,2568,7396,2731,3798,4098,2489,2962,5897,5302,2267,3115,3135,4454,3467,8083,2812,1925,1734,1603,2187,2851,3013,2368,3234,3718,4092,1996,2017-08-14T11:39:14Z,1600,900,7,178,12,1,NONE,NONE,NONE
3,3,4,3,4,1,3,1,5,3,1,5,1,5,2,1,3,1,3,1,2,4,4,3,3,3,3,4,4,3,3,4,3,1,1,4,1,3,2,2,4,2,5,2,5,1,5,4,4,5,6942,4284,2212,3385,2603,3510,4957,4874,3884,3113,2295,2172,3208,4227,7016,2532,6260,4320,4771,2522,5980,2250,3449,6275,12401,3713,3792,11752,8786,5984,5117,5871,4383,7914,4016,5566,3409,6055,3587,8201,3146,7552,3402,4016,1993,2849,3845,2708,2794,1899,2016-10-30T17:49:45Z,1280,720,10,233,22,6,US,41.922,-71.5495
2,2,4,4,3,2,4,3,4,4,2,5,3,3,1,1,1,1,1,3,5,4,2,4,3,2,2,4,3,4,3,3,5,4,4,3,3,3,1,3,5,3,5,1,3,1,4,3,3,4,4973,2349,4968,4583,2600,2317,3083,5518,5468,2734,4318,2133,3185,2533,3134,2450,3116,1632,3770,1915,5334,2466,1216,2200,5849,3817,4835,2735,7468,4134,3816,11336,5784,4050,3367,5384,800,2067,2751,2535,1301,4717,16535,4785,3667,1702,2798,2567,2495,3468,2016-07-17T19:09:00Z,1440,900,2,194,78,2,US,38.0,-97.0
1,5,1,4,1,2,1,1,1,5,4,3,5,2,2,3,2,3,3,4,3,2,3,3,3,2,2,3,3,3,2,4,4,4,3,4,3,1,2,3,4,2,4,1,4,2,4,3,4,4,37595,2799,1467,1697,44288,1535,1564,5369,2250,1498,2351,1285,1065,1732,1585,1267,1681,1452,1551,1317,1888,2049,59719,1167,9516,1432,24804,798,2435,1470,15617,2948,533,1285,2233,4152,30750,3781,1416,915,1517,2600,1653,1716,1098,1884,8186,1732,1900,3167,2018-07-02T08:29:52Z,375,667,59,336,33,1,US,30.5083,-97.6789
3,1,3,2,4,2,3,4,4,4,4,3,4,4,3,4,3,2,4,2,1,4,2,4,2,5,2,3,5,4,4,1,3,2,4,2,4,3,4,4,3,4,3,3,4,3,3,3,4,4,7807,3697,1226,4435,2328,3430,4166,5711,6899,2308,2181,1133,4981,4284,2852,11775,4004,6001,2514,1245,3736,3469,7342,2352,3603,1631,5304,11423,1095,2315,2183,7700,2802,2333,2884,9759,1737,2137,1922,4137,2312,9912,1038,3426,1738,2162,2741,3469,2406,3276,2016-10-16T22:15:48Z,375,667,9,201,12,1,AU,-27.0,133.0
2,4,3,4,2,4,3,2,4,3,2,3,4,2,5,5,5,5,4,4,2,4,2,4,2,3,2,3,4,4,2,4,5,5,1,4,4,3,2,5,3,2,4,2,5,2,5,3,4,4,13245,593,7482,5038,3029,3250,5485,22924,3785,6316,4705,6350,7075,4757,3093,4562,3333,7096,2513,6241,6468,4967,4945,4375,7898,3948,4900,780,4224,4979,2999,5995,4492,3718,4266,6126,5419,6158,2813,5347,4877,10502,6229,3816,3464,3813,3667,3686,3342,2801,2018-07-15T11:47:57Z,393,786,18,265,6,1,IN,12.9833,77.5833
3,2,5,2,5,2,5,1,5,2,1,5,1,4,4,1,1,1,2,1,4,5,1,2,5,4,1,2,2,5,3,4,4,2,1,3,2,1,2,2,5,1,5,1,4,1,5,5,5,4,7368,8346,2412,5764,2176,2285,9778,2735,1471,3550,6589,2278,2959,3856,5554,4289,1232,1458,2047,6013,10158,2303,1467,10283,1551,7148,939,3131,2494,2483,4792,4003,1878,1573,2232,2963,3661,3951,1466,2646,1036,2755,1201,2288,3265,2616,3241,1045,2487,986,2018-05-03T16:11:16Z,375,667,10,175,9,1,US,38.8896,-92.2236
2,4,2,4,4,2,2,4,4,5,5,2,5,1,2,2,2,2,3,4,1,4,1,5,2,5,2,4,5,4,5,1,4,2,4,2,5,2,4,4,4,1,5,1,4,5,4,2,5,5,4222,2564,2153,3181,1464,2615,53339,34299,2289,1414,1564,2327,1992,47931,6229,1789,1879,1289,1789,1802,4767,4394,1878,1714,3767,1415,2768,2955,1804,3054,2708,5345,1712,3904,2043,2752,1276,19423,1989,2026,2229,2566,1238,3091,1580,2203,2977,3142,3378,1929,2018-07-19T13:55:24Z,1920,1080,3,273,41,3,US,38.0,-97.0
3,3,3,3,4,2,5,3,4,3,1,5,2,5,2,1,3,1,1,1,1,4,2,4,1,4,1,3,4,4,3,4,5,2,2,3,3,3,2,3,4,3,4,3,4,2,4,3,4,4,7621,5153,2439,3418,8967,3626,3480,8143,4750,3649,9599,3466,9155,6789,3977,1927,2822,2451,2234,1844,6432,6559,6394,3181,4825,4131,3011,3102,4308,2707,2026,13657,3647,4464,3406,6242,3100,2306,3799,5235,2872,8525,2512,5581,691,4269,5162,3260,10146,1872,2018-04-25T06:31:31Z,414,736,4,234,33,37,US,42.2814,-83.3863
4,3,3,3,3,3,3,3,2,3,4,3,3,1,3,3,1,1,2,1,4,4,1,4,3,4,2,3,3,4,3,4,3,4,2,4,3,3,2,3,2,3,5,2,5,1,4,2,3,5,14094,10282,3274,7175,3395,3226,4879,5773,13659,5100,8812,8982,2564,5840,3984,5912,4067,2736,5116,10992,4052,6467,5622,3596,5703,2819,7817,5048,7766,7261,7362,3986,3953,6687,4021,5182,3680,6602,3224,20483,6348,54536,5473,8848,4271,11345,7786,5302,15432,3713,2018-02-24T10:17:37Z,1440,900,12,384,24,1,US,38.0,-97.0
3,3,3,4,3,2,2,4,3,4,4,3,4,2,2,2,1,2,3,2,2,4,2,4,2,4,2,4,4,4,5,2,4,2,3,2,3,2,4,0,3,2,4,2,3,1,4,2,4,3,4532,2035,2316,2391,2936,4399,7451,4234,2588,4431,2073,2152,1699,2639,4867,4352,3768,1982,4274,5668,7589,4265,4331,3267,5497,2574,3476,3776,2630,3166,2428,3880,2041,4252,2516,4452,3689,3190,3065,0,2697,5284,2919,4063,7993,3533,3940,3678,4831,1741,2018-11-01T23:24:53Z,1440,900,24,183,12,1,US,28.4959,-81.2388
1,2,2,3,2,2,1,4,1,2,2,5,2,3,1,1,1,1,3,1,4,4,1,4,2,3,2,4,4,4,3,3,3,1,3,2,3,2,2,2,4,1,4,1,4,1,4,2,4,4,3907,3440,2848,5416,2233,5255,3520,2897,3391,6055,1792,2513,2512,2177,2688,2944,6145,1921,3024,1984,3726,1783,2008,2960,4015,4049,3057,1830,2640,5865,2328,3695,2728,2008,3160,2471,2631,3544,1760,2807,3616,2863,1914,3110,1992,1672,5585,2512,1888,1736,2018-09-03T06:46:04Z,1280,1024,10,154,13,1,US,35.8946,-79.9909
3,4,3,4,3,3,3,4,3,5,1,4,2,2,2,1,2,1,2,2,3,5,1,4,2,3,3,2,4,5,5,4,5,2,3,5,4,3,4,4,4,3,4,4,5,1,5,3,5,4,3867,6960,6278,5196,3365,4775,8736,3657,8357,13258,1028,839,6480,34891,10923,3151,3060,32255,2447,4205,4832,3517,841,2632,4950,2318,2878,8504,476,59788,2299,9660,5695,959,63621,3875,5714,34466,2479,4628,7038,7495,2665,3358,2332,3330,6726,6029,25305,6896,2016-07-06T15:12:12Z,360,640,4,499,3,1,BG,42.7,23.3333
5,1,5,2,2,2,4,4,5,4,2,4,5,2,4,4,2,2,4,2,1,2,5,5,2,3,2,4,5,3,4,2,5,4,1,5,5,4,1,4,4,1,4,4,4,2,5,2,2,5,3695,2760,1019,5806,7037,1701,4538,2729,2153,2614,2585,2894,4058,5566,2173,3047,2673,2153,903,750,2681,4240,1874,2634,7900,2018,4056,5432,1683,4594,3337,2595,845,3345,3557,4990,1595,3238,3441,2432,5163,4720,3539,1529,2268,2220,2518,1529,2625,1500,2017-06-05T21:54:56Z,1600,900,2,158,9,1,US,34.2247,-118.4498
3,3,5,3,3,1,3,5,1,3,1,5,3,3,1,1,1,1,1,3,1,5,1,3,1,1,1,5,3,5,5,1,5,1,5,1,3,1,5,5,3,1,5,3,3,1,5,1,3,5,25171,10972,8750,5598,5504,20215,2850,24429,6032,8830,5902,4490,4748,6658,5416,2098,4782,6193,1918,4865,7034,3832,1918,5264,4886,3984,3845,3971,5526,2616,3527,6569,2480,11466,3707,3406,2688,7218,2935,10765,4923,22931,3903,13081,3863,4365,2199,2171,10930,2351,2017-06-02T15:15:50Z,1366,768,8,341,23,1,NG,10.0,8.0
3,3,2,4,2,2,3,4,3,4,4,3,4,2,3,3,4,3,4,3,3,4,3,4,2,2,2,3,4,4,2,4,4,2,2,2,4,3,1,4,5,1,4,1,4,2,4,5,5,4,5649,1877,3187,5585,3049,2284,3165,2750,2396,3448,4716,5201,3133,2400,2434,2900,3616,2601,2200,5997,2666,2569,3214,1998,2800,4115,2768,2717,2401,4783,3551,2631,3851,3933,3216,2519,2551,3564,3998,6787,5638,5716,2050,2835,2599,2683,2350,2137,3203,983,2016-11-19T14:47:11Z,320,568,2,167,5,1,GB,52.9095,-1.2292
4,2,4,2,4,2,5,3,4,2,2,4,4,4,2,2,2,2,3,2,2,5,2,4,2,3,2,4,4,4,5,2,4,2,2,1,3,4,3,3,4,2,4,3,4,2,4,4,4,4,12103,6041,4705,798,5982,4564,5820,9739,2712,2173,8013,7040,2889,5845,3134,3470,3762,3556,4374,1977,5760,2719,6738,8101,6873,7308,3744,4024,8108,3316,5397,11069,5133,3718,4983,5506,3805,2610,5348,4417,2754,1265,2964,885,6685,4383,5129,1882,3307,3905,2018-07-16T18:41:01Z,375,667,15,244,15,1,US,38.0,-97.0
4,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4758,18924,0,0,0,0,0,0,0,0,2429,2380,0,0,0,0,0,0,0,0,4941,2574,0,0,0,0,0,0,0,0,1757,2723,0,0,0,0,0,0,0,0,2784,0,0,0,0,0,0,0,0,0,2017-10-15T20:58:14Z,375,667,5,46,9,1,US,39.084,-76.7002
2,3,3,2,2,3,1,4,1,4,2,4,4,2,2,2,2,2,3,2,5,2,2,5,2,4,3,4,4,3,4,2,4,2,4,2,4,1,5,4,3,2,4,2,4,2,4,3,3,3,7331,6417,3200,3467,4667,2752,7317,5717,3817,3085,9532,8451,2217,5567,6234,8917,5084,3066,2699,2100,2918,7367,8101,3184,4417,6565,9234,2983,2083,3866,6417,6016,3416,2550,7201,9868,3583,4235,3818,3267,2885,5434,8750,8816,2416,6151,5117,4484,8117,2967,2018-08-22T21:57:10Z,1440,900,24,260,19,1,US,37.0692,-121.5567
2,2,5,2,4,2,3,3,3,4,3,4,3,2,2,2,2,2,2,2,1,5,1,5,1,5,2,4,4,4,4,2,4,1,3,2,3,2,4,3,3,2,2,2,3,4,3,2,2,2,6199,4210,7416,5335,4313,8445,8756,7553,7326,4154,3531,3690,4172,7132,6868,5351,2708,3377,3730,1925,3268,1666,1602,4464,2668,936,2792,4371,11900,3377,6142,3202,2472,1872,3875,5319,4248,18210,2405,8739,2234,3670,3666,171210,2736,3659,4842,5097,9366,3478,2017-12-21T11:27:12Z,1280,800,2,411,14,1,CA,43.6619,-79.3952
4,1,3,2,4,1,3,2,3,3,4,3,4,1,4,4,4,4,4,4,2,4,4,4,2,4,2,3,4,4,1,5,3,5,1,5,3,5,3,3,4,2,4,2,4,2,4,4,5,5,3391,2107,3753,3119,1240,2735,3815,3370,6509,2547,1796,3678,2285,1959,2857,2539,2372,2388,2678,4919,2097,2075,2154,3722,3168,2020,2919,3832,1880,2372,2804,2735,1591,2290,2103,3351,1608,2563,2460,4086,4152,11245,1572,2551,1727,3066,1883,890,2420,840,2018-02-22T01:13:10Z,1280,800,14,145,11,1,US,38.0,-97.0
3,3,4,3,3,2,2,5,1,4,3,3,3,4,2,2,1,1,2,2,1,5,1,5,1,4,1,5,4,4,5,1,5,2,5,2,5,2,5,4,3,2,2,2,2,5,4,2,4,2,22244,5790,4782,8160,3620,3468,6106,3983,3640,733,4547,4262,3086,5306,6400,2883,5069,4073,3493,2179,3450,6563,925,3215,4161,6003,3882,5242,5003,4756,3697,5167,7212,3756,3126,4505,4120,4196,5203,6306,3391,4043,11649,5150,4586,4436,4266,3263,3622,2689,2016-08-23T12:57:59Z,375,667,35,243,15,1,US,42.4154,-71.1564
2,4,2,3,2,4,2,2,3,4,4,3,4,1,2,2,2,1,2,1,1,2,1,4,3,5,3,2,4,3,3,4,2,3,2,4,4,3,4,4,2,4,3,3,3,3,3,2,4,3,5631,3810,2667,4084,3451,3861,4318,5434,4823,4511,7035,2638,4092,4693,6294,6441,3103,3161,3220,2441,7549,5213,2647,6807,6924,2715,3578,3880,3374,2996,4678,5147,3309,10741,3260,4308,8248,8170,2065,3368,5626,4499,4015,3822,7015,3190,2921,3093,5383,2106,2018-03-23T05:13:55Z,1366,768,122,227,14,3,US,36.6753,-75.9161
3,4,4,4,4,3,3,2,2,5,3,4,4,3,2,3,2,2,3,2,1,4,2,4,2,4,2,4,5,3,4,2,5,2,3,2,4,3,2,5,5,1,5,1,4,1,5,4,5,5,6187,21189,1000,5064,3198,4630,5585,2163,8732,1935,2861,4326,2379,4854,51074,7416,3649,2984,3901,2800,7630,3333,5901,3868,1117,2065,4959,153818,6524,11456,25308,5067,2768,3383,8765,129356,3661,6713,2945,3699,2650,7157,4736,3367,6202,3667,3019,1782,1282,1705,2017-05-30T19:44:01Z,375,667,36,575,26,1,US,36.0097,-115.1479
4,5,2,4,1,3,3,5,2,4,4,3,4,4,5,1,1,1,2,3,2,4,3,4,4,5,2,3,3,3,2,2,4,2,2,3,4,3,4,4,3,2,5,1,4,1,3,1,4,3,10993,2573,2577,2658,2815,2218,6438,4368,2376,2219,3656,5551,1863,5903,1776,2414,1883,5182,4998,4016,4130,2661,1785,2616,5305,1409,13310,3299,3909,2168,3203,2827,3934,671,1601,4256,3981,1073,2576,8098,13961,5994,1880,3501,2465,2853,2233,3831,6049,1421,2018-04-17T05:53:57Z,375,667,3,196,24,46,US,32.621,-83.5999
4,1,5,1,5,1,4,1,5,1,5,3,5,1,5,5,4,4,5,5,1,5,2,5,1,5,1,4,5,3,4,1,5,2,4,1,5,2,5,4,5,1,5,1,5,1,5,4,5,5,7076,1345,1759,2096,1098,1151,2371,1338,3008,1290,3361,2042,1550,901,2216,978,1226,2191,1173,1045,8936,1238,2692,1506,2270,884,1753,2049,601,1631,2062,1985,1535,2293,1275,2792,1420,2471,979,2145,2292,2924,677,1810,1474,1518,1554,1494,1105,1276,2016-03-19T15:41:12Z,1440,900,2,99,9,1,SE,59.3333,18.05
3,2,3,2,4,2,2,3,3,3,2,3,2,4,3,2,3,2,3,1,2,2,3,3,3,3,3,3,3,3,4,4,4,3,2,3,3,1,4,4,4,2,3,3,4,2,4,3,3,4,5213,2700,2936,3052,1532,1833,8884,2623,3483,3891,2380,3288,2166,3452,2299,2464,2143,3921,1748,2762,3853,3415,2782,1566,5185,1467,2470,3581,2334,5835,2716,5412,2768,2614,3185,6422,1718,2408,1736,4486,2701,3946,2315,4547,1885,10463,7201,1665,2493,3083,2016-05-25T09:26:14Z,1920,1080,4,170,18,3,US,32.7831,-96.8067
1,3,3,5,2,3,1,5,3,3,5,2,5,3,5,5,5,5,5,3,3,3,3,3,3,5,3,3,3,3,5,3,5,4,3,5,3,2,2,5,5,1,5,3,5,1,3,5,5,5,14617,3328,6824,2464,3288,4864,3984,6282,5367,5359,3288,4872,2072,6784,4680,2328,2024,4600,2664,2448,5166,3527,5608,4680,7559,5953,3520,4391,2320,4464,6503,7025,3632,4655,3817,5199,3904,4384,3456,18687,2929,7655,1880,5544,3191,2912,3712,3657,4201,1384,2017-03-04T13:58:45Z,1440,900,58,239,15,1,VE,10.0739,-69.3228
2,2,3,4,1,1,1,2,4,4,3,2,5,0,4,3,3,3,5,3,5,1,4,1,5,1,5,1,1,2,1,5,1,4,1,5,2,5,2,3,4,1,3,1,5,3,5,3,5,4,7115,4661,1356,4256,2358,3847,2260,3334,2582,2458,5650,3383,3628,0,4055,3449,2604,8251,2496,2482,4681,2574,1531,2059,2726,5161,3807,3089,5449,5300,3889,3317,4126,3417,2319,1298,3686,11574,958,2416,3567,4041,3100,6131,2009,3427,1497,2994,2288,1701,2017-11-10T14:45:31Z,1536,864,4,176,10,1,PL,52.2333,21.0167
4,1,5,5,5,2,2,3,2,5,1,5,5,2,4,4,4,3,4,4,2,5,2,5,3,5,2,2,5,5,1,5,5,2,2,5,5,2,2,5,3,3,5,2,5,2,3,2,5,5,27729,5560,3380,7978,3405,3634,6356,4858,4285,3564,4076,4184,3664,12079,3862,5347,4483,2630,3491,4794,11578,6360,3023,3976,5336,3697,3728,3313,4561,3091,9231,5155,4111,3523,5357,22541,3158,7319,6630,5335,5631,4913,3422,4552,3143,8680,6781,5703,3764,835,2017-03-05T11:36:06Z,360,640,8,289,16,1,MX,25.6667,-100.3167
2,4,3,0,3,4,1,4,1,5,4,4,4,3,2,2,4,2,3,3,1,4,2,5,2,4,2,4,5,2,4,3,5,3,2,4,4,3,5,3,4,2,4,3,3,2,4,2,5,3,8020,1935,1398,0,3652,3058,2294,5833,3104,8041,3951,3735,980,2572,4847,8730,3031,3598,4737,4043,3342,2414,4669,4967,2932,1520,3428,3987,14866,4341,1214,4000,5398,2916,20833,3129,2154,1792,3646,1963,3801,8619,3325,2728,1062,2775,2177,5916,1983,7734,2018-02-21T11:51:15Z,375,667,9,213,7,2,US,38.0,-97.0
5,2,5,5,5,2,4,4,3,2,1,5,3,4,1,2,2,1,4,1,4,5,5,4,3,2,1,3,4,5,5,1,5,1,2,2,5,1,5,5,5,2,5,1,5,2,5,5,5,5,6167,1961,2398,10168,1168,1649,3172,7317,1399,3222,23133,1358,1719,3487,1654,1333,3065,1453,1703,1049,1700,2213,1984,2367,1760,1205,4745,1515,1352,1984,3185,1446,2267,2032,2067,2030,1985,1149,1262,4546,2624,8164,947,1433,982,1132,14937,1048,3697,774,2018-04-18T06:08:43Z,375,667,82,161,389,3,GB,51.5,-0.13
3,3,3,4,3,3,2,3,3,4,4,0,4,1,4,4,2,2,3,4,1,4,2,4,2,4,2,4,4,2,2,4,4,4,1,4,2,4,2,2,4,3,4,2,3,2,2,4,4,4,25525,3351,1373,6894,3010,3754,2813,7774,1513,1146,10969,0,1131,1359,2092,1950,8267,1976,1573,7047,6132,2308,1377,4970,1982,1470,1354,6306,1409,2284,2167,4352,3741,947,5161,2928,2326,12179,1689,3349,9998,18072,1119,2510,1946,1738,3576,2367,2136,1313,2016-06-26T05:22:57Z,1440,900,16,208,11,3,IE,52.2583,-7.1119
5,2,5,2,4,2,5,2,4,4,2,4,2,2,2,5,5,2,4,2,2,5,2,5,1,5,1,5,5,5,3,4,4,2,2,4,4,3,2,4,5,3,5,1,5,1,5,5,3,5,6423,3849,488,1114,2450,8103,4842,2546,3315,2823,3593,1944,4488,3949,5790,3153,776,2872,1283,1878,1826,2287,3902,2766,3506,2294,2416,2332,2024,4612,3459,2049,2459,3203,4977,3731,2678,2463,1447,2036,1777,3839,3498,10899,1554,2276,2033,3409,2997,1642,2016-06-29T08:20:12Z,1920,1080,1,168,5,1,US,44.9444,-93.0933
2,5,3,3,3,4,3,4,3,5,4,4,5,3,5,3,2,2,4,2,1,4,1,4,2,3,1,5,3,3,3,1,4,1,1,4,5,2,4,3,3,3,5,4,4,1,3,4,4,2,4572,7490,3462,1707,3197,2155,3756,1923,2653,1659,4092,8134,7970,4743,1675,2676,3107,3051,686,1653,3534,8497,2670,1877,3672,3059,2899,2476,3765,2677,2214,1819,3181,2113,2731,2248,1667,5563,2803,2450,1319,3233,1208,2309,2157,2310,2500,1691,1535,2194,2018-10-04T23:28:03Z,1280,800,58,156,11,1,AU,-31.9428,115.8439
3,1,3,1,4,1,4,2,1,4,5,3,5,3,5,4,5,3,3,1,1,5,1,5,1,5,1,5,4,5,3,5,5,1,1,5,3,3,3,3,3,5,5,1,5,1,3,2,5,5,22070,9766,5824,29927,4387,9324,6514,9746,6664,7729,95206,6373,2043,12782,5111,16999,10801,12090,13728,2873,10271,7265,4549,7515,5567,3581,8046,5760,9373,5170,31588,5067,3855,9422,4144,7386,21719,11702,4856,19307,7364,10306,3952,10339,3834,6734,5896,14478,4895,22033,2016-11-01T12:03:05Z,1366,768,10,569,12,2,US,36.9312,-76.2397
4,4,3,3,3,2,1,3,4,4,3,3,4,1,3,3,5,4,5,3,3,5,5,3,2,1,3,4,3,3,2,3,3,5,2,4,3,3,3,3,3,1,5,2,3,1,5,2,5,3,3237,2216,1598,1590,1392,2954,3116,936,2766,2299,1982,9103,1470,2699,2238,2311,2438,1799,1136,1556,2324,3274,1235,2133,3470,1200,1250,2377,2537,2675,6458,1266,1533,3269,816,4149,3229,2018,2034,3881,1347,1018,2264,3563,1933,1847,1749,1739,1602,1171,2018-08-04T23:07:18Z,1440,900,2,119,8,3,CA,45.4167,-75.7
1,2,4,3,4,2,3,4,4,4,4,2,5,2,3,4,4,4,4,3,1,5,2,4,1,4,1,4,4,5,4,2,4,2,4,2,4,2,3,4,4,1,4,1,4,1,4,4,5,4,9628,3949,7083,12919,2300,4700,11749,3382,6882,2532,3051,2902,3349,4284,8149,3367,44383,5599,3884,2968,9197,10433,3816,3433,3668,3236,3250,4468,2034,3351,7416,5566,3302,6064,8931,4365,32283,18284,10132,4632,3684,3133,14099,3601,3098,2167,5716,8167,4268,1267,2018-09-08T07:00:46Z,1680,1050,11,346,12,1,DE,50.9321,6.8436
4,2,4,2,4,2,5,5,3,4,2,4,3,0,2,1,2,1,1,1,1,3,1,4,2,5,2,4,4,3,4,3,5,4,3,4,3,2,2,5,4,1,4,1,3,2,4,5,3,5,8912,7082,4705,7141,3008,2565,4133,3313,6053,8488,3063,21462,6170,0,3367,3759,3634,4480,10681,3557,5466,9572,1789,12370,5093,3414,4315,8018,5057,5349,3615,9186,3985,7359,7052,4702,4209,2756,7784,2868,5140,3126,5697,4284,4425,3039,5828,3903,3109,4037,2018-05-09T09:29:47Z,414,736,9,273,28,1,US,38.0,-97.0
2,5,2,5,3,2,2,4,1,5,4,2,4,4,3,3,2,2,2,2,1,4,1,5,2,4,2,4,4,4,4,1,5,3,4,1,5,1,5,4,4,1,4,1,4,2,4,4,5,4,23085,5664,3769,4312,4567,3224,2176,1768,4025,1400,4288,4968,976,5216,7152,2945,9376,2912,2384,1168,4904,6960,9911,6736,9776,3072,4200,3064,2880,2096,5192,6304,4208,4016,3800,3024,4792,2656,2559,4192,5808,6256,4560,4569,3944,8036,1672,4160,4313,4056,2016-07-09T11:16:14Z,1680,1050,94,238,11,3,US,41.6419,-91.4617
4,4,5,5,5,2,2,1,3,4,2,4,3,4,3,2,2,2,1,1,5,5,1,3,1,4,1,2,4,5,5,2,5,1,5,1,5,1,5,5,4,1,3,3,5,1,5,1,3,4,40140,6145,3353,5022,4402,9868,11317,10609,6132,4896,9781,8975,82640,64519,5538,87547,4720,5599,9039,22476,2645,2256,3353,11867,8439,7827,3158,5793,5976,9509,2035,8756,3183,3145,34962,9206,2354,27691,4317,4243,4206,8890,6794,11779,1645,7634,2755,5487,7705,2853,2017-12-19T22:45:31Z,1280,800,692,625,75,1,US,38.0,-97.0
1,3,2,4,3,1,1,4,2,4,4,2,5,2,5,4,3,2,4,2,1,4,1,4,2,4,2,4,4,3,4,2,4,2,4,2,5,2,4,4,3,2,4,2,3,2,3,2,5,4,6176,3077,3239,5674,4481,8768,3124,2482,2367,3634,2590,12114,2419,2969,8028,2619,2982,4371,2641,12196,8073,2153,5396,2146,2482,2887,3347,2500,9733,4631,3032,3814,5466,16284,4154,6167,1732,20352,1144,5471,3936,2501,3046,3584,1566,3347,2767,5245,4618,1050,2018-08-05T22:35:56Z,320,568,30,240,14,1,CA,49.8833,-97.1667
1,3,3,3,3,5,3,5,2,5,4,2,5,2,4,4,5,5,4,3,5,2,4,1,5,3,5,4,3,4,3,2,5,1,4,1,5,5,1,4,5,4,2,2,5,3,5,4,5,4,9526,16211,2315,2315,3450,2897,3311,1105,4212,1530,4162,5786,2142,2476,2464,2727,1216,1216,1697,1708,3737,2453,2461,4484,3509,1969,2073,3595,5004,2219,3885,5130,2150,2164,3448,3383,1272,1883,2700,4025,4156,3328,2958,2760,971,5307,2508,1681,3152,787,2016-04-14T10:51:49Z,360,640,15,163,10,1,SE,59.7,15.1
3,1,5,2,5,1,5,3,5,1,1,5,3,5,1,1,2,1,1,1,1,5,1,5,2,5,1,5,5,5,2,3,5,2,5,1,5,1,5,4,3,1,5,1,3,1,5,1,5,5,8819,6671,3288,4065,2264,8017,6463,4855,3655,7439,7824,4863,2343,3599,4399,4536,3033,1929,5080,3863,4300,3521,5017,3560,4465,2880,4024,3936,4200,3153,4832,5008,2352,4096,3672,20007,4096,2248,2024,5496,4152,4032,4168,3384,1752,4457,4664,3656,5439,2504,2016-03-21T05:47:37Z,1366,768,17,229,18,1,US,33.7694,-112.2482
